Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-38282	Expression data from aerial parts of 14-day-old wild-type and GFP-TIE1-15 Arabidopsis seedlings	transcription profiling by array	Arabidopsis thaliana	2	2012-05-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-38282/E-GEOD-38282.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-38282/E-GEOD-38282.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-38282/
E-GEOD-37921	The effects of infection with wild-type or mutant cucumber mosaic virus on the Arabidopsis transcriptome	transcription profiling by array	Arabidopsis thaliana	9	2012-05-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37921/E-GEOD-37921.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37921/E-GEOD-37921.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-37921/
E-GEOD-37818	Expression data in WT and erf6 mutant under high-light treatment	transcription profiling by array	Arabidopsis thaliana	4	2012-05-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37818/E-GEOD-37818.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37818/E-GEOD-37818.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-37818/
E-MTAB-657	Transcription profiling of microsporocytes in Arabidopsis Atmcc1	transcription profiling by array	Arabidopsis thaliana	6	2012-05-05	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-657/E-MTAB-657.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-657/E-MTAB-657.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-657/
E-GEOD-35062	Phytochrome Interacting Factors 4 and 5	ChIP-seq, transcription profiling by array	Arabidopsis thaliana	26	2012-05-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35062/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35062/E-GEOD-35062.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35062/
E-GEOD-35057	Phytochrome Interacting Factor 4 and 5 regulate different set of genes in high and low red/far-red light	transcription profiling by array	Arabidopsis thaliana	24	2012-05-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35057/E-GEOD-35057.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35057/E-GEOD-35057.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35057/
E-MTAB-896	Transcription profiling by array of Arabidopsis thaliana leaves after treatment with 3-methoxybenzamide	transcription profiling by array	Arabidopsis thaliana	4	2012-05-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-896/E-MTAB-896.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-896/
E-GEOD-34924	Analysis of a N-6 adenosine methylation deficient plant	transcription profiling by array	Arabidopsis thaliana	6	2012-05-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34924/E-GEOD-34924.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34924/E-GEOD-34924.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34924/
E-GEOD-35700	Expression data from low Red:Far-Red ratio and Jasmonic Acid crosstalk in Arabidopsis	transcription profiling by array	Arabidopsis thaliana	12	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35700/E-GEOD-35700.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35700/E-GEOD-35700.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35700/
E-GEOD-35544	Root nitrate response of wild type plants and afb3-1 mutant plants in Arabidopsis thaliana	transcription profiling by array	Arabidopsis thaliana	12	2012-04-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35544/E-GEOD-35544.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35544/E-GEOD-35544.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35544/
E-GEOD-37553	Transcription profiling by array of Arabidopsis root cells infested with Meloidogyne incognita 14 or 21 days after inoculation	transcription profiling by array	Arabidopsis thaliana	16	2012-04-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37553/E-GEOD-37553.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37553/E-GEOD-37553.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-37553/
E-GEOD-37255	Arabidopsis thaliana wild-type and pskr1-5 transcriptome upon the compatible interaction with Hyaloperonospora arabidopsidis	transcription profiling by array	Arabidopsis thaliana	8	2012-04-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37255/E-GEOD-37255.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37255/E-GEOD-37255.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-37255/
E-GEOD-36479	Microarray analysis of gene expression of the Arabidopsis leaf and callus	transcription profiling by array	Arabidopsis thaliana	6	2012-04-06	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36479/E-GEOD-36479.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36479/E-GEOD-36479.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-36479/
E-GEOD-37014	PFT1, the MED25 subunit of the plant Mediator complex, promotes flowering through CONSTANS dependent and independent mechanisms in Arabidopsis	transcription profiling by array	Arabidopsis thaliana	12	2012-04-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37014/E-GEOD-37014.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-37014/E-GEOD-37014.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-37014/
E-MEXP-3574	Transcription profiling by array of Arabidopsis wild type ETR1 or kinase-inactive ETR1 plants in response to ethylene. T-DNA introduced transgene: tETR1-H/G2 or tETR1-wt	transcription profiling by array	Arabidopsis thaliana	12	2012-04-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3574/E-MEXP-3574.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3574/
E-GEOD-31587	Transcription profiling by array of Arabidopsis mutants lacking all phytochromes in response to red light exposure	transcription profiling by array	Arabidopsis thaliana	22	2012-03-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31587/E-GEOD-31587.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31587/E-GEOD-31587.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31587/
E-GEOD-34837	Identification of Direct Targets of RPX a NAC transcription factor of Arabidopsis thaliana	transcription profiling by array	Arabidopsis thaliana	6	2012-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34837/E-GEOD-34837.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34837/E-GEOD-34837.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34837/
E-GEOD-34231	Dynamics of mRNA abundance and translation in response to darkness and reillumination	transcription profiling by array	Arabidopsis thaliana	12	2012-03-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34231/E-GEOD-34231.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34231/E-GEOD-34231.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34231/
E-GEOD-36943	Expression data from 7-day-old Arabidopsis emf2 mutant, rescued emf2 mutant harboring 35S::BoEMF2.1, WT Columbia ecotype and WT harboring 35S::BoEMF2.1 named transWT	transcription profiling by array	Arabidopsis thaliana	4	2012-03-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36943/E-GEOD-36943.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36943/E-GEOD-36943.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-36943/
E-GEOD-36887	Impact of albino chemical on Arabidopsis seedlings	transcription profiling by array	Arabidopsis thaliana	14	2012-03-27	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36887/E-GEOD-36887.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-36887/E-GEOD-36887.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-36887/
E-GEOD-35166	Transcription profiling by array of Arabidopsis developing inflorescence tips from er-2 mutant and epfl4, epfl6 double mutant	transcription profiling by array	Arabidopsis thaliana	9	2012-03-27	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35166/E-GEOD-35166.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35166/E-GEOD-35166.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35166/
E-GEOD-26646	Transcriptome profiling of LecRKVI.2 over-expressor plants	transcription profiling by array	Arabidopsis thaliana	6	2012-03-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-26646/E-GEOD-26646.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-26646/E-GEOD-26646.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-26646/
E-MEXP-3186	Transcription profiling by array of Arabidopsis mutant for ire1 after treatment with tunicamycin	transcription profiling by array	Arabidopsis thaliana	12	2012-03-13	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3186/E-MEXP-3186.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3186/E-MEXP-3186.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3186/
E-GEOD-31593	Genes regulated by GRF1 and GRF3 in Arabidopsis roots	transcription profiling by array	Arabidopsis thaliana	15	2012-03-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31593/E-GEOD-31593.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31593/E-GEOD-31593.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31593/
E-GEOD-27552	Physiological genomics of response to soil drying in diverse Arabidopsis accessions	other, transcription profiling by array	Arabidopsis thaliana	154	2012-03-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-27552/E-GEOD-27552.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-27552/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-27552/
E-MTAB-1009	Transcription profiling by array of the response of Arabidopsis cultivar Columbia etiolated seedlings and undifferentiated tissue culture cells to the spaceflight environment	transcription profiling by array	Arabidopsis thaliana	24	2012-03-08	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1009/E-MTAB-1009.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-1009/E-MTAB-1009.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-1009/
E-GEOD-27985	Transcription profiling by array of Arabidopsis catalase 2 mutant in response to CO2 level and photoperiod	transcription profiling by array	Arabidopsis thaliana	30	2012-03-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-27985/E-GEOD-27985.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-27985/E-GEOD-27985.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-27985/
E-GEOD-24517	Light- and plastid-regulated transcriptomes in Arabidopsis seedlings	transcription profiling by array	Arabidopsis thaliana	47	2012-03-02	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-24517/E-GEOD-24517.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-24517/E-GEOD-24517.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-24517/
E-MEXP-3397	Transcription profiling of DEX-inducible SNRK3.15 Arabidopsis seedlings in the presence of ABA	transcription profiling by array	Arabidopsis thaliana	12	2012-03-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3397/E-MEXP-3397.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3397/E-MEXP-3397.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3397/
E-GEOD-35869	Gene expression from cadmium treated Arabidopsis seedlings	transcription profiling by array	Arabidopsis thaliana	2	2012-02-24	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35869/E-GEOD-35869.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35869/E-GEOD-35869.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35869/
E-MEXP-3127	Transcription profiling by array of Arabidopsis embryonic calluses treated with synthetic auxin or N-1-naphthylphthalamic acid, an auxin polar transport inhibitor	transcription profiling by array	Arabidopsis thaliana	9	2012-02-22	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3127/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3127/E-MEXP-3127.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3127/
E-MEXP-3120	Transcription profiling by array of arabidopsis wild type and met1 mutant calli cultured on shoot induction medium for 0, 4 and 6 hours	transcription profiling by array	Arabidopsis thaliana	18	2012-02-19	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3120/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3120/E-MEXP-3120.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3120/
E-GEOD-34595	Transcription profiling by array of Arabidopsis temperature-dependent later root fasciation mutants	transcription profiling by array	Arabidopsis thaliana	12	2012-02-10	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34595/E-GEOD-34595.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34595/E-GEOD-34595.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34595/
E-GEOD-35258	Comparison of low water potential (drought)-regulated gene expression in wild type (Col-0) and the hai1-2 (At5g59220) mutant	transcription profiling by array	Arabidopsis thaliana	12	2012-02-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35258/E-GEOD-35258.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35258/E-GEOD-35258.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35258/
E-MEXP-3486	Transcriptional profiling by array of Arabidopsis thaliana seedlings with AtFAAH overexpression	transcription profiling by array	Arabidopsis thaliana	9	2012-02-01	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3486/E-MEXP-3486.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3486/E-MEXP-3486.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3486/
E-MEXP-2785	Transcription profiling by array of Arabidopsis stip-2 knockout seedlings treated with 1.5% sucrose for 0 and 3 hours	transcription profiling by array	Arabidopsis thaliana	4	2012-01-28	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2785/E-MEXP-2785.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2785/E-MEXP-2785.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2785/
E-MEXP-2784	Transcription profiling by array of Arabidopsis roots from wild type and stip-2 knockout seedlings	transcription profiling by array	Arabidopsis thaliana	4	2012-01-28	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2784/E-MEXP-2784.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2784/E-MEXP-2784.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2784/
E-GEOD-35325	Volatiles of two growth-inhibiting rhizobacteria commonly enroll AtWRKY18 function	transcription profiling by array	Arabidopsis thaliana	20	2012-01-25	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35325/E-GEOD-35325.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-35325/E-GEOD-35325.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-35325/
E-GEOD-34047	SA, elf18 treatment of WT and tbf1 mutant	transcription profiling by array	Arabidopsis thaliana	24	2012-01-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34047/E-GEOD-34047.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34047/E-GEOD-34047.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34047/
E-GEOD-34897	Gene expression from Inducible TOC1 expression in Arabidopsis seedlings	transcription profiling by array	Arabidopsis thaliana	24	2012-01-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34897/E-GEOD-34897.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34897/E-GEOD-34897.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34897/
E-GEOD-30030	Gene expression in pif3 mutant under dark and in wt under Red 1h and Red 18h	transcription profiling by array	Arabidopsis thaliana	21	2012-01-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30030/E-GEOD-30030.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30030/E-GEOD-30030.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30030/
E-GEOD-31639	Identify differentially expressed genes in 14-day-old pkl seedlings	transcription profiling by array	Arabidopsis thaliana	6	2012-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31639/E-GEOD-31639.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31639/E-GEOD-31639.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31639/
E-GEOD-23210	Transcription profiling by array of Arabidopsis AtNHX5 and AtNHX6 single and double knock out mutants	transcription profiling by array	Arabidopsis thaliana	15	2012-01-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-23210/E-GEOD-23210.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-23210/E-GEOD-23210.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-23210/
E-GEOD-30713	Genome-wide Binding Site Analysis of FAR-RED ELONGATED HYPOCOTYL 3 Reveals Its Novel Function in Arabidopsis Development	ChIP-seq, transcription profiling by array	Arabidopsis thaliana	18	2011-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30713/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30713/E-GEOD-30713.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30713/
E-GEOD-29771	Synergistic Repression of Embryonic Program by SET DOMAIN GROUP 8 and EMBRYONIC FLOWER 2 in Arabidopsis Seedlings	transcription profiling by array	Arabidopsis thaliana	7	2011-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29771/E-GEOD-29771.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-29771/E-GEOD-29771.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-29771/
E-GEOD-28800	Gene expression data from ABA, [5-(3,4-Dichlorophenyl)Furan-2-yl]-Piperidin-1-ylMethanethione (DFPM), and ABA+DFPM treated Arabidopsis thaliana seedlings	transcription profiling by array	Arabidopsis thaliana	12	2011-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28800/E-GEOD-28800.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28800/E-GEOD-28800.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-28800/
E-GEOD-28227	Comparison of gene expression profiles between erf5/6 and WT Arabidopsis in response to chitooctaose	transcription profiling by array	Arabidopsis thaliana	12	2011-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28227/E-GEOD-28227.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28227/E-GEOD-28227.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-28227/
E-GEOD-22951	Transcript profiling of three genotypes by ultraviolet-B (UV-B) radiation	transcription profiling by array	Arabidopsis thaliana	18	2011-12-31	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-22951/E-GEOD-22951.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-22951/E-GEOD-22951.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-22951/
E-GEOD-34667	Transcription profiling by array of Arabidopsis G-protein knockout plants in response to ozone	transcription profiling by array	Arabidopsis thaliana	27	2011-12-24	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34667/E-GEOD-34667.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34667/E-GEOD-34667.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34667/
E-GEOD-19785	Expression data from Arabidopsis and Maize leaves	transcription profiling by array	Arabidopsis thaliana, Zea mays	12	2011-12-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19785/E-GEOD-19785.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-19785/E-GEOD-19785.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-19785/
E-GEOD-26631	Effect of biotin deficiency on gene expression in Aravbidopsis leaves	transcription profiling by array	Arabidopsis thaliana	9	2011-12-22	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-26631/E-GEOD-26631.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-26631/E-GEOD-26631.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-26631/
E-MEXP-3465	Transcription profiling by array of Arabidopsis with ectopic expression of FUS3	transcription profiling by array	Arabidopsis thaliana	10	2011-12-11	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3465/E-MEXP-3465.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3465/E-MEXP-3465.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3465/
E-GEOD-32193	Transcription profiling by array of Arabidopsis flowers from arf6-2, arf8-3 double mutant and myb21-5, myb24-5 double mutant	transcription profiling by array	Arabidopsis thaliana	18	2011-12-10	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-32193/E-GEOD-32193.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-32193/E-GEOD-32193.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-32193/
E-GEOD-34209	Transcriptome analysis of genes regulated by overexpression of LATERAL ORGAN BOUNDARIES (LOB) in Arabidopsis thaliana	transcription profiling by array	Arabidopsis thaliana	12	2011-12-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34209/E-GEOD-34209.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-34209/E-GEOD-34209.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-34209/
E-GEOD-31158	Transcription profiling by array of Arabidopsis knocked out for or over expressing mpk6	transcription profiling by array	Arabidopsis thaliana	25	2011-12-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31158/E-GEOD-31158.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31158/E-GEOD-31158.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31158/
E-GEOD-28600	Transcription profiling by array of Arabidopsis T87 cells after treatment with abscisic acid, jasmonic acid and/or salicylic acid	transcription profiling by array	Arabidopsis thaliana	26	2011-12-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28600/E-GEOD-28600.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-28600/E-GEOD-28600.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-28600/
E-GEOD-22966	A systemic view of coordinated root responses to NO3- heterogeneous environment in Arabidopsis	transcription profiling by array	Arabidopsis thaliana	36	2011-12-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-22966/E-GEOD-22966.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-22966/E-GEOD-22966.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-22966/
E-GEOD-30281	Transcript profiling of Arabidopsis albino msh1 mutants	transcription profiling by array	Arabidopsis thaliana	6	2011-11-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30281/E-GEOD-30281.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30281/E-GEOD-30281.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30281/
E-GEOD-31977	Transcriptome profiling identified genes and pathways associated with arsenic toxicity and tolerance in Arabidopsis	transcription profiling by array	Arabidopsis thaliana	15	2011-11-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31977/E-GEOD-31977.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-31977/E-GEOD-31977.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-31977/
E-GEOD-30166	Cell-type, developmental stage, and whole root responses to low pH and sulfur deficiency	transcription profiling by array, ChIP-chip by tiling array	Arabidopsis thaliana	116	2011-11-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30166/E-GEOD-30166.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30166/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30166/
E-GEOD-30100	Transcription profiling by array of Arabidopsis root longitudinal zones after sulphur deprivation	transcription profiling by array	Arabidopsis thaliana	8	2011-11-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30100/E-GEOD-30100.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30100/E-GEOD-30100.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30100/
E-GEOD-30099	Transcription profiling by array of Arabidopsis root cells after sulphur deprivation	transcription profiling by array	Arabidopsis thaliana	15	2011-11-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30099/E-GEOD-30099.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30099/E-GEOD-30099.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30099/
E-GEOD-30098	Transcription profiling by array of Arabidopsis after sulphur deprivation	transcription profiling by array	Arabidopsis thaliana	12	2011-11-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30098/E-GEOD-30098.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30098/E-GEOD-30098.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30098/
E-GEOD-30097	Time-course expression analysis of the low pH (pH 4.6)  response in  Arabidopsis whole roots	transcription profiling by array	Arabidopsis thaliana	28	2011-11-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30097/E-GEOD-30097.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-30097/E-GEOD-30097.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-30097/
